nombre_carrera,candidato_lugar,ubicacion,lat,lon
XLVIII TROFEO PEDESTRISMO CONCELLO DE CANGAS Memorial Pepe Cordeiro,CANGAS Pepe Cordeiro,,,
XV 10km LUGO MONUMENTAL 2017 G.P. CAIXABANK,10km LUGO MONUMENTAL,,,
"XV CAMOVI ""GRAN PREMIO XACOBEO-GALICIA"" 2026","CAMOVI ""GRAN XACOBEO-GALICIA""",,,
XV CARREIRA CANON DO SIL,SIL,"Palacios del Sil, León, Castilla y León, 24495, España",42.8760994,-6.4315336
XV CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA DE AROUSA,AROUSA,"Arousa, 14,16,18, Rúa de Curros Enríquez, A Rosaleda, O Ensanche, Santiago de Compostela, Santiago, A Coruña, Galicia, 15702, España",42.875123,-8.5411348
XV CARREIRA NOCTURNA DE CELANOVA,CELANOVA,"Celanova, Terra da Celanova, Ourense, Galicia, España",42.1664426,-7.9611378
XV CARREIRA PEDESTRE CONCELLO DE MOAÑA,MOAÑA,"Moaña, Morrazo, Pontevedra, Galicia, España",42.2979465,-8.7096152
XV CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,BOIMORTO,"Boimorto, Arzúa, A Coruña, Galicia, España",43.012561,-8.1387648
XV CARREIRA POPULAR CONCELLO DO CORGO- MEMORIAL QUIQUE CASANOVA,CORGO- QUIQUE CASANOVA,,,
XV CARREIRA POPULAR DE CHANTADA.10 km no corazón,CHANTADA.10 km no corazón,,,
XV CARREIRA POPULAR DE SANTA UXÍA 2012 (Prueba Popular),SANTA UXÍA,"Santa Uxía, Piñor, Barbadás, Ourense, Galicia, 32930, España",42.3422325,-7.9163098
XV CARREIRA POPULAR FEIRA DO VIÑO DE QUIROGA 2019,QUIROGA,"Quiroga, Lugo, Galicia, España",42.4658264,-7.1849714
XV CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,PANTON,"Pantón, Terra de Lemos, Lugo, Galicia, España",42.5085958,-7.6423659
XV CARRERA O PORRIÑO 10K,O PORRIÑO 10K,"O Porriño, Vigo, Pontevedra, Galicia, 36400, España",42.1618812,-8.6202683
XV CARRERA POPULAR CONCELLO DE ARTEIXO,ARTEIXO,"Arteixo, A Coruña, Galicia, España",43.3045792,-8.5079101
"XV CIRCUITO LARSA CORRE CON NOS 2014-2015. LUGO MONUMENTAL. CATEGORIAS A, B, C",LARSA CORRE CON NOS,,,
XV CIRCUITO LARSA CORRE CON NOS 2014-2015. PISTAS GREGORIO PÉREZ RIVERA,LARSA CORRE CON NOS,,,
"XV CIRCUITO LARSA CORRE CON NOS 2014-2015. PISTAS GREGORIO PÉREZ RIVERA. CATEGORIAS A,B,C",LARSA CORRE CON NOS,,,
XV COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS 2013. PRUEBA FEMENINA,AGUAS ABIERTAS,,,
XV COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS 2013. PRUEBA INFANTIL FEMENINA,AGUAS ABIERTAS,,,
XV COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS 2013. PRUEBA INFANTIL MASCULINA,AGUAS ABIERTAS,,,
XV COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS 2013. PRUEBA MASCULINA,AGUAS ABIERTAS,,,
XV CROSS POPULAR E VII CANICROS DO CONCELLO BOBORÁS (OURENSE),BOBORÁS,"Boborás, O Carballiño, Ourense, Galicia, 32514, España",42.4492271,-8.1685559
XV Carreira Pedestre Concello de Corcubión 2016,Corcubión,"Corcubión, Fisterra, A Coruña, Galicia, 15130, España",42.9330687,-9.201047
XV MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,LEÓN BERNESGA MOTOR,,,
XV MEDIO MARATÓN GRAN BAHÍA VIG-BAY 2014,BAHÍA VIG-BAY,,,
XV MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2018,EDUARDO FERNÁNDEZ VILLAMARÍN,,,
XV SAN SILVESTRE POPULAR CIUDAD DE LEÓN 2011 6000m,LEÓN,"León, Castilla y León, España",42.6341451,-5.9714151
XV VOLTA A VALDEORRAS 2013,A VALDEORRAS,"Rúa España, O Chao, Veigadecabo, O Barco, O Barco de Valdeorras, Valdeorras, Ourense, Galicia, 32300, España",42.4172173,-6.984035
XV edición Travesía a nado Costa Serena-Gran Premio Concello de Nigrán 2025,Nigrán,"Nigrán, Vigo, Pontevedra, Galicia, España",42.1425187,-8.7880115
XVI CARREIRA NOCTURNA DE CELANOVA,CELANOVA,"Celanova, Terra da Celanova, Ourense, Galicia, España",42.1664426,-7.9611378
"XVI CARREIRA PEDESTRE CONCELLO DE MOAÑA ""HOMOLOGADA 10K""","MOAÑA ""HOMOLOGADA 10K""",,,
XVI CARREIRA PEDESTRE POPULAR DE NOIA 2012,NOIA,"Noia, A Coruña, Galicia, España",42.7977234,-8.872899
XVI CARREIRA POPULAR CONCELLO DE ARTEIXO,ARTEIXO,"Arteixo, A Coruña, Galicia, España",43.3045792,-8.5079101
XVI CARREIRA POPULAR CONCELLO DE ARTEIXO. BENXAMINS E ALEVINS,ARTEIXO. BENXAMINS E ALEVINS,,,
XVI CARREIRA POPULAR CONCELLO DE ARTEIXO. INFANTIS CADETES E XUVENIS,ARTEIXO. INFANTIS CADETES E XUVENIS,,,
XVI CARREIRA POPULAR CONCELLO DE CARTELLE 2012,CARTELLE,"Cartelle, Terra da Celanova, Ourense, Galicia, España",42.2378413,-8.0327765
XVI CARREIRA POPULAR CONCELLO DO CORGO- MEMORIAL QUIQUE CASANOVA,CORGO- QUIQUE CASANOVA,,,
XVI CARREIRA POPULAR DE SANTA UXIA 2013,SANTA UXIA,"Santa Uxía, Piñor, Barbadás, Ourense, Galicia, 32930, España",42.3422325,-7.9163098
XVI CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTÓN,PANTÓN,"Pantón, Terra de Lemos, Lugo, Galicia, España",42.5085958,-7.6423659
XVI CARRERA CANON DO SIL,SIL,"Palacios del Sil, León, Castilla y León, 24495, España",42.8760994,-6.4315336
XVI CARRERA O PORRIÑO 10K,O PORRIÑO 10K,"O Porriño, Vigo, Pontevedra, Galicia, 36400, España",42.1618812,-8.6202683
XVI CLASICA VILA DAS PONTES - DESAFIO FRAGAS DO EUME 2013,EUME,"O Eume, A Coruña, Galicia, España",43.4232599,-7.9966276
XVI COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS Y 5º ETAPA DE LA COPA LEN. PRUEBAS FEMENINAS,LA LEN. PRUEBAS FEMENINAS,,,
XVI COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS Y 5º ETAPA DE LA COPA LEN. PRUEBAS MASCULINAS,LA LEN. PRUEBAS MASCULINAS,,,
XVI CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),BOBORÁS,"Boborás, O Carballiño, Ourense, Galicia, 32514, España",42.4492271,-8.1685559
XVI Carreira Pedestre Vila de Corcubión,Corcubión,"Corcubión, Fisterra, A Coruña, Galicia, 15130, España",42.9330687,-9.201047
XVI MEDIA MARATÓN CIUDAD DE LEÓN,LEÓN,"León, Castilla y León, España",42.6341451,-5.9714151
XVI MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2019,EDUARDO FERNÁNDEZ VILLAMARÍN,,,
XVI Medio Maratón Gran Bahía Vig-Bay,Bahía Vig-Bay,,,
XVI Ruta Serra do Xistral BTT 2018,Xistral,"Xistral, 80, Rúa María, A Madalena, Ferrol, A Coruña, Galicia, 15402, España",43.4847451,-8.2336085
XVI SAN SILVESTRE POPULAR CIUDAD DE LEÓN 2012 6000M,LEÓN,"León, Castilla y León, España",42.6341451,-5.9714151
XVI TRAVESÍA A NADO RÍA DE VIGO 2016,VIGO,"Vigo, Pontevedra, Galicia, España",42.1986395,-8.727956
XVI Tríatlon Cidade de Ferrol,Ferrol,"Ferrol, A Coruña, Galicia, España",43.5113053,-8.2624767
XVI Tríatlon Cidade de Pontevedra,Pontevedra,"Pontevedra, Galicia, España",42.428065,-8.6041447
XVII CARREIRA CANON DO SIL,SIL,"Palacios del Sil, León, Castilla y León, 24495, España",42.8760994,-6.4315336
XVII CARREIRA NOCTURNA DE CELANOVA,CELANOVA,"Celanova, Terra da Celanova, Ourense, Galicia, España",42.1664426,-7.9611378
XVII CARREIRA NOCTURNA VILAGARCIA,VILAGARCIA,"Vilagarcía, Vilagarcía de Arousa, O Salnés, Pontevedra, Galicia, 36600, España",42.5947625,-8.7669178
XVII CARREIRA POPULAR CONCELLO DE ARTEIXO,ARTEIXO,"Arteixo, A Coruña, Galicia, España",43.3045792,-8.5079101
XVII CARREIRA POPULAR CONCELLO DE ARTEIXO MENORES,ARTEIXO MENORES,,,
XVII CARREIRA POPULAR CONCELLO DE CARTELLE,CARTELLE,"Cartelle, Terra da Celanova, Ourense, Galicia, España",42.2378413,-8.0327765
XVII CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,PANTON,"Pantón, Terra de Lemos, Lugo, Galicia, España",42.5085958,-7.6423659
XVII CARREIRA POPULAR VILA DE CORCUBIÓN 2018,CORCUBIÓN,"Corcubión, Fisterra, A Coruña, Galicia, 15130, España",42.9330687,-9.201047
XVII CARREIRA POPULAR XVII ANDAINA MASIDE,XVII MASIDE,,,
XVII CARRERA O PORRIÑO 10K,O PORRIÑO 10K,"O Porriño, Vigo, Pontevedra, Galicia, 36400, España",42.1618812,-8.6202683
XVII CIRCUITO LARSA CORRE CON NÓS. CC AS TERMAS,LARSA CORRE CON NÓS. CC AS TERMAS,,,
XVII CIRCUITO LARSA CORRE CON NÓS. ESTRADA RÍO RATO,LARSA CORRE CON NÓS. ESTRADA RÍO RATO,,,
XVII CIRCUITO LARSA CORRE CON NÓS. FINAL ADULTOS,LARSA CORRE CON NÓS. ADULTOS,,,
XVII CIRCUITO LARSA CORRE CON NÓS. NOCTURNA MONUMENTAL,LARSA CORRE CON NÓS. MONUMENTAL,,,
XVII CIRCUITO LARSA CORRE CON NÓS. PASEO DE OMBREIRO,OMBREIRO,"Ombreiro, Lugo, Galicia, España",43.0380498,-7.6305169
XVII CIRCUITO LARSA CORRE CON NÓS. RECINTO FEIRAL,LARSA CORRE CON NÓS. RECINTO FEIRAL,,,
XVII CLÁSICA VILA DAS PONTES - DESAFÍO FRAGAS DO EUME 2014,EUME,"O Eume, A Coruña, Galicia, España",43.4232599,-7.9966276
XVII COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS,AGUAS ABIERTAS,,,
XVII CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),BOBORÁS,"Boborás, O Carballiño, Ourense, Galicia, 32514, España",42.4492271,-8.1685559
XVII MEDIO MARATON GRAN BAHÍA VIG-BAY,BAHÍA VIG-BAY,,,
XVII MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2020,EDUARDO FERNÁNDEZ VILLAMARÍN,,,
XVII SAN SILVESTRE POPULAR CIUDAD DE LEON,LEON,"León, Castilla y León, España",42.6341451,-5.9714151
XVII Tríatlon Cidade de Ferrol,Ferrol,"Ferrol, A Coruña, Galicia, España",43.5113053,-8.2624767
XVII Tríatlon Cidade de Pontevedra,Pontevedra,"Pontevedra, Galicia, España",42.428065,-8.6041447
XVIII CARREIRA CANON DO SIL,SIL,"Palacios del Sil, León, Castilla y León, 24495, España",42.8760994,-6.4315336
XVIII CARREIRA NOCTURNA DE CELANOVA,CELANOVA,"Celanova, Terra da Celanova, Ourense, Galicia, España",42.1664426,-7.9611378
XVIII CARREIRA NOCTURNA VILAGARCIA,VILAGARCIA,"Vilagarcía, Vilagarcía de Arousa, O Salnés, Pontevedra, Galicia, 36600, España",42.5947625,-8.7669178
XVIII CARREIRA PEDESTRE DO NADAL CONCELLO SAN CIBRAO DAS VIÑAS,NADAL SAN CIBRAO DAS VIÑAS,,,
XVIII CARREIRA POPULAR CONCELLO DE ARTEIXO,ARTEIXO,"Arteixo, A Coruña, Galicia, España",43.3045792,-8.5079101
XVIII CARREIRA POPULAR CONCELLO DE CARTELLE 2014,CARTELLE,"Cartelle, Terra da Celanova, Ourense, Galicia, España",42.2378413,-8.0327765
XVIII CARREIRA POPULAR DO CONCELLO DE ORDES 2013,ORDES,"Ordes, A Coruña, Galicia, España",43.0852753,-8.4015362
XVIII CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,PANTON,"Pantón, Terra de Lemos, Lugo, Galicia, España",42.5085958,-7.6423659
XVIII CARREIRA POPULAR VILA DE CORCUBIÓN,CORCUBIÓN,"Corcubión, Fisterra, A Coruña, Galicia, 15130, España",42.9330687,-9.201047
XVIII CIRCUITO LARSA CORRE CON NÓS. CENTRO COMERCIAL AS TERMAS,LARSA CORRE CON NÓS. CENTRO COMERCIAL AS TERMAS,,,
XVIII CIRCUITO LARSA CORRE CON NÓS. ESTRADA RÍO RATO,LARSA CORRE CON NÓS. ESTRADA RÍO RATO,,,
XVIII CIRCUITO LARSA CORRE CON NÓS. FINALES MENORES / ADULTOS PARQUE DE FRIGSA,FRIGSA,"Parque da Milagrosa, A Milagrosa, Lugo, Galicia, España",43.0222696,-7.5632399
XVIII CIRCUITO LARSA CORRE CON NÓS. NOCTURNA MONUMENTAL,LARSA CORRE CON NÓS. MONUMENTAL,,,
XVIII CIRCUITO LARSA CORRE CON NÓS. PASEO OMBREIRO (SAAMASAS-ANXO CARRO),LARSA CORRE CON NÓS. PASEO OMBREIRO,,,
XVIII CIRCUITO LARSA CORRE CON NÓS. RECINTO FEIRAL PAZO FEIRAS E EXPOSICIONS,LARSA CORRE CON NÓS. RECINTO FEIRAL PAZO FEIRAS E EXPOSICIONS,,,
"XVIII CLÁSICA VILA DE AS PONTES ""DESAFÍO FRAGAS DO EUME""","EUME""","O Eume, A Coruña, Galicia, España",43.4232599,-7.9966276
XVIII COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS,AGUAS ABIERTAS,,,
XVIII CRONOESCALADA BREAMO,CRONOESCALADA BREAMO,,,
XVIII CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),BOBORÁS,"Boborás, O Carballiño, Ourense, Galicia, 32514, España",42.4492271,-8.1685559
XVIII MEDIO MARATON GRAN BAHÍA VIG-BAY,BAHÍA VIG-BAY,,,
XVIII SAN SILVESTRE CLUB FLUVIAL DE LUGO,LUGO,"Lugo, Galicia, España",43.0395266,-7.4567985
XVIII SAN SILVESTRE POPULAR CIUDAD DE LEON,LEON,"León, Castilla y León, España",42.6341451,-5.9714151
XVIII TRAVESIA INTEGRAL DE LOS MONTES AQUILIANOS. 2013 47KM,LOS MONTES AQUILIANOS,,,
XVIII TRAVESIA INTEGRAL DE LOS MONTES AQUILIANOS. 2013 62KM,LOS MONTES AQUILIANOS,,,
XVIII Tríatlon Cidade de Ferrol,Ferrol,"Ferrol, A Coruña, Galicia, España",43.5113053,-8.2624767
XVIII Tríatlon Cidade de Pontevedra,Pontevedra,"Pontevedra, Galicia, España",42.428065,-8.6041447
XVIª CARREIRA POPULAR XVª ANDAINA MASIDE,XVª MASIDE,,,
XVª CARREIRA POPULAR XIVª ANDAINA MASIDE,XIVª MASIDE,,,
XX CARREIRA POPULAR CONCELLO DE CARTELLE,CARTELLE,"Cartelle, Terra da Celanova, Ourense, Galicia, España",42.2378413,-8.0327765
XX CARREIRA POPULAR DO CONCELLO DE ORDES,ORDES,"Ordes, A Coruña, Galicia, España",43.0852753,-8.4015362
XX CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,PANTON,"Pantón, Terra de Lemos, Lugo, Galicia, España",42.5085958,-7.6423659
XX CARRERA POPULAR CONCELLO DE ARTEIXO,ARTEIXO,"Arteixo, A Coruña, Galicia, España",43.3045792,-8.5079101
XX CARRERA POPULAR LA ANTIGUA - VALLADOLID 2014,LA ANTIGUA - VALLADOLID,"La Antigua, La Antigua - Santa Cruz, Valladolid, Castilla y León, España",41.6539179,-4.7233121
XX CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),BOBORÁS,"Boborás, O Carballiño, Ourense, Galicia, 32514, España",42.4492271,-8.1685559
XX Copa Asturias de Aguas Abiertas/ Leg 4 LEN OPEN WATER SWIMMING CUP,Aguas Abiertas/ Leg 4 LEN OPEN WATER SWIMMING CUP,,,
XX EDICIÓN DA CARRERIA NOCTURNA CONCELLO DE VILAGARCÍA 2024,VILAGARCÍA,"Vilagarcía, Vilagarcía de Arousa, O Salnés, Pontevedra, Galicia, 36600, España",42.5947625,-8.7669178
XX MEDIO MARATÓN PONTEVEDRA 2015,PONTEVEDRA,"Pontevedra, Galicia, España",42.428065,-8.6041447
XX MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2023,EDUARDO FERNÁNDEZ VILLAMARÍN,,,
XX MILLA VILA DE SANXENXO,SANXENXO,"Sanxenxo, O Salnés, Pontevedra, Galicia, España",42.4220772,-8.8353365
XX SAN SILVESTRE POPULAR CIUDAD DE LEÓN,LEÓN,"León, Castilla y León, España",42.6341451,-5.9714151
XX TRAVESÍA A NADO RÍA DE VIGO 2022,VIGO,"Vigo, Pontevedra, Galicia, España",42.1986395,-8.727956
XX TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS,LOS MONTES AQUILIANOS,,,
XX TRÍATLON CIDADE DE FERROL (CPTO XUNTA DE GALICIA TRÍATLON ) E PROBA POPULAR ABERTA SPRINT,TRÍATLON ) E PROBA ABERTA SPRINT,,,
XX TRÍATLON CIDADE DE PONTEVEDRA,PONTEVEDRA,"Pontevedra, Galicia, España",42.428065,-8.6041447
XX TRÍATLON CIDADE DE PONTEVEDRA. REMUDAS MIXTAS,PONTEVEDRA. REMUDAS MIXTAS,,,
XXI CARREIRA POPULAR CONCELLO DE CARTELLE,CARTELLE,"Cartelle, Terra da Celanova, Ourense, Galicia, España",42.2378413,-8.0327765
XXI CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,PANTON,"Pantón, Terra de Lemos, Lugo, Galicia, España",42.5085958,-7.6423659
XXI CARRERA POPULAR CONCELLO DE ARTEIXO,ARTEIXO,"Arteixo, A Coruña, Galicia, España",43.3045792,-8.5079101
XXI CARRERA POPULAR DE LA ANTIGUA GRAN PREMIO LABORAL KUTXA - Memorial Felipe Méndez,LA ANTIGUA LABORAL KUTXA - Felipe Méndez,,,
XXI CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),BOBORÁS,"Boborás, O Carballiño, Ourense, Galicia, 32514, España",42.4492271,-8.1685559
XXI Copa Asturias de Aguas Abiertas/ Etapa 13ª V Copa de España de Natación de Aguas Abiertas Open,Aguas Abiertas Open,,,
XXI MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2024,EDUARDO FERNÁNDEZ VILLAMARÍN,,,
XXI MILLA VILA DE SANXENXO,SANXENXO,"Sanxenxo, O Salnés, Pontevedra, Galicia, España",42.4220772,-8.8353365
XXI Medio Maratón - II Maratón Gran Bahía VIG-BAY,II Bahía VIG-BAY,,,
XXI Medio Maratón de Pontevedra CaixaBank 2016,Pontevedra CaixaBank,,,
XXI SAN SILVESTRE POPULAR CIUDAD DE LEÓN,LEÓN,"León, Castilla y León, España",42.6341451,-5.9714151
XXI TRAVESÍA A NADO RÍA DE VIGO 2023,VIGO,"Vigo, Pontevedra, Galicia, España",42.1986395,-8.727956
XXI TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS,LOS MONTES AQUILIANOS,,,
XXI TRÍATLON CIDADE DE FERROL (CPTO XUNTA DE GALICIA TRÍATLON ) E PROBA POPULAR ABERTA SPRINT,TRÍATLON ) E PROBA ABERTA SPRINT,,,
XXII CARREIRA POPULAR BETANZOS FESTAS SAN ROQUE 2022,BETANZOS FESTAS SAN ROQUE,,,
XXII CARREIRA POPULAR CONCELLO DE CARTELLE,CARTELLE,"Cartelle, Terra da Celanova, Ourense, Galicia, España",42.2378413,-8.0327765
XXII CARREIRA POPULAR DE CARRAL,CARRAL,"Carral, A Coruña, Galicia, España",43.2072784,-8.3758368
XXII CARREIRA POPULAR DOS VILARES 2012,DOS VILARES,"Dos Vilares, Vinaròs, el Baix Maestrat, Castelló / Castellón, Comunitat Valenciana, 12500, España",40.5027977,0.4414405
XXII CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,PANTON,"Pantón, Terra de Lemos, Lugo, Galicia, España",42.5085958,-7.6423659
XXII CARRERA POPULAR CONCELLO DE ARTEIXO,ARTEIXO,"Arteixo, A Coruña, Galicia, España",43.3045792,-8.5079101
XXII COPA ASTURIAS DE NATACIÓN DE AA/9ª ETAPA DE LA COPA DE ESPAÑA DE AA/CTO ASTURIAS AA,AA/CTO ASTURIAS AA,,,
XXII CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),BOBORÁS,"Boborás, O Carballiño, Ourense, Galicia, 32514, España",42.4492271,-8.1685559
XXII DESAFÍO FRAGAS DO EUME - CLÁSICA VILA DE AS PONTES,AS PONTES,"As Pontes de García Rodríguez, O Eume, A Coruña, Galicia, 15320, España",43.4501505,-7.8531464
XXII MEMORIAL ADOLFO ROS - VOLTA A RIA 2007,ADOLFO ROS - A RIA,,,
XXII MILLA VILA DE SANXENXO,SANXENXO,"Sanxenxo, O Salnés, Pontevedra, Galicia, España",42.4220772,-8.8353365
XXII Medio Maratón Gran Bahía VIG-BAY,Bahía VIG-BAY,,,
XXII Medio Maratón de Pontevedra CaixaBank 2017,Pontevedra CaixaBank,,,
XXII SAN SILVESTRE POPULAR CIUDAD DE LEÓN,LEÓN,"León, Castilla y León, España",42.6341451,-5.9714151
XXII TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS,LOS MONTES AQUILIANOS,,,
XXII TRÍATLON CIDADE DE FERROL CPTO XUNTA DE GALICIA DE TRÍATLON SPRNT E PROBA POPULAR ABERTA SPRINT,TRÍATLON SPRNT E PROBA ABERTA SPRINT,,,
XXIII CARREIRA DAS AREAS DE CARNOTA 2014. 10K,CARNOTA,"Carnota, Muros, A Coruña, Galicia, España",42.837917,-9.0796553
XXIII CARREIRA DAS AREAS DE CARNOTA 2014. 5K,CARNOTA,"Carnota, Muros, A Coruña, Galicia, España",42.837917,-9.0796553
XXIII CARREIRA DAS AREAS DE CARNOTA 2014. MENORES,CARNOTA,"Carnota, Muros, A Coruña, Galicia, España",42.837917,-9.0796553
XXIII CARREIRA DE SAN XOSÉ - AS PONTES 2013,SAN XOSÉ - AS PONTES,,,
XXIII CARREIRA POPULAR BETANZOS FESTAS SAN ROQUE 2023,BETANZOS FESTAS SAN ROQUE,,,
XXIII CARREIRA POPULAR CARRAL,CARRAL,"Carral, A Coruña, Galicia, España",43.2072784,-8.3758368
XXIII CARREIRA POPULAR CONCELLO DE ARTEIXO,ARTEIXO,"Arteixo, A Coruña, Galicia, España",43.3045792,-8.5079101
XXIII CARREIRA POPULAR CONCELLO DE CARTELLE,CARTELLE,"Cartelle, Terra da Celanova, Ourense, Galicia, España",42.2378413,-8.0327765
XXIII CARREIRA POPULAR DOS VILARES,DOS VILARES,"Dos Vilares, Vinaròs, el Baix Maestrat, Castelló / Castellón, Comunitat Valenciana, 12500, España",40.5027977,0.4414405
XXIII CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,PANTON,"Pantón, Terra de Lemos, Lugo, Galicia, España",42.5085958,-7.6423659
XXIII CARRERA POPULAR NOCHEBUENA GIJON 2010,NOCHEBUENA GIJON,,,
XXIII COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS,AGUAS ABIERTAS,,,
XXIII MEMORIAL ADOLFO ROS - VOLTA A RIA 2008,ADOLFO ROS - A RIA,,,
XXIII MILLA VILA DE SANXENXO,SANXENXO,"Sanxenxo, O Salnés, Pontevedra, Galicia, España",42.4220772,-8.8353365
XXIII Medio Maratón Gran Bahía VIG-BAY,Bahía VIG-BAY,,,
XXIII Medio Maratón de Pontevedra CaixaBank 2018,Pontevedra CaixaBank,,,
XXIII SAN SILVESTRE POPULAR CIUDAD DE LEÓN,LEÓN,"León, Castilla y León, España",42.6341451,-5.9714151
XXIII SUBIDA A LA CAMPA TORRES 2012,A LA CAMPA TORRES,"Rotonda Coto La Campa, Las Torres, La Barrosa, Chiclana de la Frontera, Bahía de Cádiz, Cádiz, Andalucía, 11139, España",36.3749906,-6.1755763
XXIII TRAVESÍA A NADO “ PRAIA DE COROSO” (RIVEIRA),COROSO”,"Coroso, O Río Pequeno, Ribeira, Santa Uxía de Ribeira, Ribeira, A Barbanza, A Coruña, Galicia, 15960, España",42.5685821,-8.9855375
XXIII TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS,LOS MONTES AQUILIANOS,,,
XXIII TRÍATLON CIDADE DE FERROL,FERROL,"Ferrol, A Coruña, Galicia, España",43.5113053,-8.2624767
XXIV CARREIRA DAS AREAS CONCELLO DE CARNOTA,CARNOTA,"Carnota, Muros, A Coruña, Galicia, España",42.837917,-9.0796553
XXIV CARREIRA POPULAR DE LEIRO,LEIRO,"Leiro, O Ribeiro, Ourense, Galicia, España",42.3696638,-8.1460318
XXIV CARREIRA POPULAR DO CONCELLO DE CARTELLE 2022,CARTELLE,"Cartelle, Terra da Celanova, Ourense, Galicia, España",42.2378413,-8.0327765
XXIV CARREIRA POPULAR DOS VILARES,DOS VILARES,"Dos Vilares, Vinaròs, el Baix Maestrat, Castelló / Castellón, Comunitat Valenciana, 12500, España",40.5027977,0.4414405
XXIV CARREIRA POPULAR FERREIRUA 2013,FERREIRUA,"Ferreirua, As Portas, Soutordei, Ribas de Sil, Quiroga, Lugo, Galicia, 27318, España",42.4216799,-7.2885278
XXIV CARRERA POPULAR NOCHEBUENA GIJON 2011,NOCHEBUENA GIJON,,,
XXIV COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS,AGUAS ABIERTAS,,,
XXIV CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),BOBORÁS,"Boborás, O Carballiño, Ourense, Galicia, 32514, España",42.4492271,-8.1685559
XXIV CROSS SUBIDA A LA CAMPA DE TORRES,TORRES,"Torres, Jaén, Andalucía, 23540, España",37.7846518,-3.5081897
XXIV MEDIA MARATON CIUDAD DE VALLADOLID 2012,VALLADOLID,"Valladolid, Castilla y León, España",41.6200024,-4.7259906
XXIV MEMORIAL ADOLFO ROS - VOLTA A RIA 2009,ADOLFO ROS - A RIA,,,
XXIV Medio Maratón Gran Bahía VIG-BAY,Bahía VIG-BAY,,,
XXIV SAN SILVESTRE POPULAR CIUDAD DE LEÓN,LEÓN,"León, Castilla y León, España",42.6341451,-5.9714151
XXIV TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS,LOS MONTES AQUILIANOS,,,
XXIV TRÍATLON CIDADE DE FERROL,FERROL,"Ferrol, A Coruña, Galicia, España",43.5113053,-8.2624767
XXIV TRÍATLON CIDADE DE FERROL CTO EUROPA YOUTH,FERROL EUROPA YOUTH,,,
XXIX CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2013,PEDESTRE 'ANDAR E CORRER',,,
XXIX CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2013. MENORES,PEDESTRE 'ANDAR E CORRER',,,
XXIX CARREIRA POPULAR CONCELLO DE MEAÑO,MEAÑO,"Meaño, O Salnés, Pontevedra, Galicia, España",42.4529577,-8.7915587
XXIX CARREIRA POPULAR CONCELLO DE MEAÑO. MENORES,MEAÑO. MENORES,,,
XXIX CARREIRA POPULAR DE LEIRO,LEIRO,"Leiro, O Ribeiro, Ourense, Galicia, España",42.3696638,-8.1460318
